g1,vcmax,tleaf,twood,troot,aleaf,awood,aroot
3.77,4e-05,3.640211582183838,0.0,1.6100059747695923,0.5925,0.0,0.4075
3.77,4e-05,1.8518716096878052,0.0,0.8771892189979553,0.7775,0.0,0.2225
3.77,4e-05,4.9122514724731445,0.0,1.73970627784729,0.705,0.0,0.295
3.77,4e-05,0.6942662596702576,0.0,1.9115245342254639,0.385,0.0,0.615
3.77,4e-05,2.626768112182617,0.0,3.487741470336914,0.355,0.0,0.645
3.77,4e-05,0.7121797800064087,0.0,1.5083999633789062,0.7625,0.0,0.2375
3.77,4e-05,3.378333330154419,0.0,3.081998109817505,0.1825,0.0,0.8175
3.77,4e-05,2.525761365890503,0.0,1.3277274370193481,0.2825,0.0,0.7175
3.77,4e-05,1.8051660060882568,0.0,5.4312424659729,0.31,0.0,0.69
3.77,4e-05,1.0337450504302979,0.0,6.341683387756348,0.4625,0.0,0.5375
3.77,4e-05,0.7203297019004822,0.0,0.8542553186416626,0.625,0.0,0.375
3.77,4e-05,0.16463598608970642,0.0,1.0594638586044312,0.1925,0.0,0.8075
3.77,4e-05,2.681342840194702,0.0,2.92315411567688,0.2825,0.0,0.7175
3.77,4e-05,2.5734617710113525,0.0,2.4502882957458496,0.3825,0.0,0.6175
3.77,4e-05,2.1970574855804443,0.0,4.835490703582764,0.2625,0.0,0.7375
3.77,4e-05,2.1067683696746826,0.0,2.5890016555786133,0.2075,0.0,0.7925
3.77,4e-05,0.6081863045692444,0.0,0.9933659434318542,0.8425,0.0,0.1575
3.77,4e-05,1.0844961404800415,0.0,2.46881365776062,0.6225,0.0,0.3775
3.77,4e-05,3.5734729766845703,0.0,1.3734633922576904,0.685,0.0,0.315
3.77,4e-05,1.9225293397903442,0.0,1.6478513479232788,0.3175,0.0,0.6825
3.77,4e-05,2.3450253009796143,0.0,1.2895491123199463,0.635,0.0,0.365
3.77,4e-05,3.387810707092285,0.0,4.362473964691162,0.5925,0.0,0.4075
3.77,4e-05,3.2639858722686768,0.0,1.5663270950317383,0.56,0.0,0.44
3.77,4e-05,4.842373847961426,0.0,0.5837060213088989,0.435,0.0,0.565
3.77,4e-05,3.592262029647827,0.0,1.1623420715332031,0.335,0.0,0.665
3.77,4e-05,5.71995210647583,0.0,4.82631254196167,0.4025,0.0,0.5975
3.77,4e-05,1.776760220527649,0.0,1.8157936334609985,0.435,0.0,0.565
3.77,4e-05,1.0088318586349487,0.0,0.874602198600769,0.425,0.0,0.575
3.77,4e-05,3.4389963150024414,0.0,0.8378174901008606,0.38,0.0,0.62
3.77,4e-05,0.8841058611869812,0.0,1.5730878114700317,0.5575,0.0,0.4425
3.77,4e-05,1.513245940208435,0.0,2.4634177684783936,0.49,0.0,0.51
3.77,4e-05,1.2801657915115356,0.0,1.6155613660812378,0.62,0.0,0.38
3.77,4e-05,2.3688952922821045,0.0,2.3552982807159424,0.8,0.0,0.2
3.77,4e-05,1.2052230834960938,0.0,0.8323290944099426,0.6725,0.0,0.3275
3.77,4e-05,3.746506452560425,0.0,3.8651962280273438,0.505,0.0,0.495
3.77,4e-05,2.418931722640991,0.0,0.9801267981529236,0.375,0.0,0.625
3.77,4e-05,0.2761777341365814,0.0,2.0739357471466064,0.265,0.0,0.735
3.77,4e-05,0.8792977929115295,0.0,0.5552746057510376,0.335,0.0,0.665
3.77,4e-05,2.5384674072265625,0.0,3.1423916816711426,0.7825,0.0,0.2175
3.77,4e-05,5.769190311431885,0.0,2.1446828842163086,0.4625,0.0,0.5375
3.77,4e-05,0.5772385001182556,0.0,2.9985783100128174,0.3275,0.0,0.6725
3.77,4e-05,3.7075257301330566,0.0,1.1162723302841187,0.825,0.0,0.175
3.77,4e-05,3.985337257385254,0.0,2.114603042602539,0.2975,0.0,0.7025
3.77,4e-05,3.4571502208709717,0.0,2.981456995010376,0.475,0.0,0.525
3.77,4e-05,1.0255980491638184,0.0,0.4035648703575134,0.8075,0.0,0.1925
3.77,4e-05,0.8708705306053162,0.0,1.1110403537750244,0.525,0.0,0.475
3.77,4e-05,2.4667413234710693,0.0,3.3857569694519043,0.2375,0.0,0.7625
3.77,4e-05,2.214045524597168,0.0,0.725780189037323,0.195,0.0,0.805
3.77,4e-05,2.328523635864258,0.0,0.7547627091407776,0.1875,0.0,0.8125
3.77,4e-05,1.666368842124939,0.0,1.2105202674865723,0.8225,0.0,0.1775
3.77,4e-05,6.959643363952637,0.0,4.481426239013672,0.7125,0.0,0.2875
3.77,4e-05,0.9826486110687256,0.0,1.5337295532226562,0.285,0.0,0.715
3.77,4e-05,2.0366828441619873,0.0,0.7453982830047607,0.695,0.0,0.305
3.77,4e-05,3.7717292308807373,0.0,0.9458234310150146,0.8375,0.0,0.1625
3.77,4e-05,0.2954440712928772,0.0,1.9228384494781494,0.1875,0.0,0.8125
3.77,4e-05,6.666449546813965,0.0,2.023547410964966,0.3125,0.0,0.6875
3.77,4e-05,2.2035741806030273,0.0,2.2642323970794678,0.705,0.0,0.295
3.77,4e-05,2.338820457458496,0.0,4.788600444793701,0.395,0.0,0.605
3.77,4e-05,0.4944733679294586,0.0,3.2459049224853516,0.5075,0.0,0.4925
3.77,4e-05,3.453441858291626,0.0,0.9302395582199097,0.8,0.0,0.2
3.77,4e-05,4.197947978973389,0.0,4.022093296051025,0.6375,0.0,0.3625
3.77,4e-05,2.3809328079223633,0.0,1.6127983331680298,0.475,0.0,0.525
3.77,4e-05,1.020087718963623,0.0,3.8667964935302734,0.53,0.0,0.47
3.77,4e-05,1.2218866348266602,0.0,1.3122020959854126,0.41,0.0,0.59
3.77,4e-05,1.3788666725158691,0.0,1.4264947175979614,0.3325,0.0,0.6675
3.77,4e-05,2.2619316577911377,0.0,1.104631781578064,0.1775,0.0,0.8225
3.77,4e-05,2.339538335800171,0.0,1.8027310371398926,0.3,0.0,0.7
3.77,4e-05,1.8265479803085327,0.0,1.775879144668579,0.2325,0.0,0.7675
3.77,4e-05,1.106499433517456,0.0,4.159392833709717,0.6275,0.0,0.3725
3.77,4e-05,2.3413424491882324,0.0,0.8144299387931824,0.4075,0.0,0.5925
3.77,4e-05,1.8290882110595703,0.0,0.6833141446113586,0.375,0.0,0.625
3.77,4e-05,1.1459264755249023,0.0,1.4460262060165405,0.315,0.0,0.685
3.77,4e-05,2.021162748336792,0.0,1.4693336486816406,0.815,0.0,0.185
3.77,4e-05,0.8440433144569397,0.0,4.412250995635986,0.79,0.0,0.21
3.77,4e-05,4.216590881347656,0.0,0.4906933009624481,0.2825,0.0,0.7175
3.77,4e-05,2.5547542572021484,0.0,1.0979479551315308,0.35,0.0,0.65
3.77,4e-05,1.5263071060180664,0.0,0.9202402830123901,0.52,0.0,0.48
3.77,4e-05,0.9257127642631531,0.0,1.5038725137710571,0.6175,0.0,0.3825
3.77,4e-05,0.8484364748001099,0.0,1.6802341938018799,0.2675,0.0,0.7325
3.77,4e-05,4.466058254241943,0.0,1.2417632341384888,0.46,0.0,0.54
3.77,4e-05,0.6315771341323853,0.0,4.4853105545043945,0.3,0.0,0.7
3.77,4e-05,0.725537896156311,0.0,0.6894397735595703,0.43,0.0,0.57
3.77,4e-05,1.4848984479904175,0.0,2.019611120223999,0.1675,0.0,0.8325
3.77,4e-05,2.7663002014160156,0.0,0.5987170934677124,0.215,0.0,0.785
3.77,4e-05,1.5484875440597534,0.0,2.673215389251709,0.54,0.0,0.46
3.77,4e-05,3.374138116836548,0.0,2.8854103088378906,0.5375,0.0,0.4625
3.77,4e-05,2.6266908645629883,0.0,0.9132885932922363,0.595,0.0,0.405
3.77,4e-05,3.827317953109741,0.0,1.6911778450012207,0.49,0.0,0.51
3.77,4e-05,1.936499834060669,0.0,3.258207321166992,0.17,0.0,0.83
3.77,4e-05,3.208033561706543,0.0,1.873939871788025,0.75,0.0,0.25
3.77,4e-05,3.1357877254486084,0.0,1.7290440797805786,0.785,0.0,0.215
3.77,4e-05,3.3800947666168213,0.0,1.565459966659546,0.68,0.0,0.32
3.77,4e-05,2.577558755874634,0.0,7.495629787445068,0.455,0.0,0.545
3.77,4e-05,3.1320641040802,0.0,1.513815999031067,0.4725,0.0,0.5275
3.77,4e-05,4.103726387023926,0.0,0.9632959961891174,0.495,0.0,0.505
3.77,4e-05,0.7126647233963013,0.0,0.8790201544761658,0.8175,0.0,0.1825
3.77,4e-05,0.9994995594024658,0.0,1.923401117324829,0.625,0.0,0.375
3.77,4e-05,3.585390090942383,0.0,3.268575668334961,0.3175,0.0,0.6825
3.77,4e-05,0.8031975030899048,0.0,1.1750338077545166,0.6725,0.0,0.3275
3.77,4e-05,1.4545987844467163,0.0,2.3261308670043945,0.1875,0.0,0.8125
3.77,4e-05,0.8015590906143188,0.0,1.3474098443984985,0.175,0.0,0.825
3.77,4e-05,0.6192629337310791,0.0,5.0755109786987305,0.42,0.0,0.58
3.77,4e-05,4.083742618560791,0.0,1.2132270336151123,0.4425,0.0,0.5575
3.77,4e-05,1.1682316064834595,0.0,1.1662673950195312,0.29,0.0,0.71
3.77,4e-05,1.7435400485992432,0.0,2.2113442420959473,0.705,0.0,0.295
3.77,4e-05,1.1010841131210327,0.0,2.4218499660491943,0.835,0.0,0.165
3.77,4e-05,2.4232747554779053,0.0,6.715785503387451,0.5975,0.0,0.4025
3.77,4e-05,0.26714158058166504,0.0,7.0377516746521,0.195,0.0,0.805
3.77,4e-05,0.9811453223228455,0.0,3.1671082973480225,0.3875,0.0,0.6125
3.77,4e-05,1.1264830827713013,0.0,1.0167689323425293,0.8425,0.0,0.1575
3.77,4e-05,1.1899752616882324,0.0,0.7249305844306946,0.5175,0.0,0.4825
3.77,4e-05,2.71765398979187,0.0,1.0719935894012451,0.5375,0.0,0.4625
3.77,4e-05,1.6446071863174438,0.0,4.147127151489258,0.635,0.0,0.365
3.77,4e-05,0.919223964214325,0.0,2.008633613586426,0.42,0.0,0.58
3.77,4e-05,0.21644262969493866,0.0,2.450244188308716,0.1925,0.0,0.8075
3.77,4e-05,2.1475675106048584,0.0,1.3908535242080688,0.85,0.0,0.15
3.77,4e-05,1.4510425329208374,0.0,2.9541139602661133,0.6675,0.0,0.3325
3.77,4e-05,1.0650118589401245,0.0,2.6618757247924805,0.7825,0.0,0.2175
3.77,4e-05,0.8920669555664062,0.0,1.2986255884170532,0.6325,0.0,0.3675
3.77,4e-05,2.6140096187591553,0.0,0.5972352623939514,0.8025,0.0,0.1975
3.77,4e-05,1.0991947650909424,0.0,0.5840631723403931,0.4525,0.0,0.5475
3.77,4e-05,1.534237027168274,0.0,1.448600172996521,0.6325,0.0,0.3675
3.77,4e-05,3.004011631011963,0.0,2.450244188308716,0.605,0.0,0.395
3.77,4e-05,2.351020336151123,0.0,1.2143232822418213,0.7125,0.0,0.2875
3.77,4e-05,1.2970715761184692,0.0,4.0768818855285645,0.15,0.0,0.85
3.77,4e-05,3.3772661685943604,0.0,3.7128348350524902,0.5525,0.0,0.4475
3.77,4e-05,2.410537004470825,0.0,4.783834457397461,0.375,0.0,0.625
3.77,4e-05,2.532912492752075,0.0,3.1585190296173096,0.3675,0.0,0.6325
3.77,4e-05,4.583398818969727,0.0,0.5857775807380676,0.675,0.0,0.325
3.77,4e-05,2.686465263366699,0.0,1.9093618392944336,0.6975,0.0,0.3025
3.77,4e-05,1.3417855501174927,0.0,4.918753147125244,0.2975,0.0,0.7025
3.77,4e-05,2.5107901096343994,0.0,0.9933659434318542,0.555,0.0,0.445
3.77,4e-05,1.4586572647094727,0.0,1.6760432720184326,0.54,0.0,0.46
3.77,4e-05,0.5476464629173279,0.0,2.221268892288208,0.2075,0.0,0.7925
3.77,4e-05,4.6097517013549805,0.0,0.6075303554534912,0.805,0.0,0.195
3.77,4e-05,1.0889562368392944,0.0,0.7036740183830261,0.645,0.0,0.355
3.77,4e-05,4.845277309417725,0.0,0.6752755045890808,0.7575,0.0,0.2425
3.77,4e-05,0.9853920936584473,0.0,4.637974739074707,0.38,0.0,0.62
3.77,4e-05,0.715078592300415,0.0,1.492809534072876,0.29,0.0,0.71
3.77,4e-05,4.279114246368408,0.0,2.9716153144836426,0.285,0.0,0.715
3.77,4e-05,1.3203402757644653,0.0,0.7204784750938416,0.6675,0.0,0.3325
3.77,4e-05,0.8028435707092285,0.0,1.1891305446624756,0.5625,0.0,0.4375
3.77,4e-05,1.5396428108215332,0.0,0.3324485719203949,0.3675,0.0,0.6325
3.77,4e-05,2.643158435821533,0.0,0.9258071780204773,0.795,0.0,0.205
3.77,4e-05,1.5416259765625,0.0,3.667149543762207,0.75,0.0,0.25
3.77,4e-05,2.7045907974243164,0.0,4.341785907745361,0.2475,0.0,0.7525
3.77,4e-05,0.9293424487113953,0.0,0.9250040054321289,0.4175,0.0,0.5825
3.77,4e-05,0.11759277433156967,0.0,1.5105624198913574,0.6225,0.0,0.3775
3.77,4e-05,3.2622478008270264,0.0,0.5632325410842896,0.18,0.0,0.82
3.77,4e-05,2.6705148220062256,0.0,2.101073741912842,0.195,0.0,0.805
3.77,4e-05,1.024824619293213,0.0,4.133068084716797,0.215,0.0,0.785
3.77,4e-05,0.9378949403762817,0.0,1.567191243171692,0.625,0.0,0.375
3.77,4e-05,2.4102535247802734,0.0,2.4781084060668945,0.85,0.0,0.15
3.77,4e-05,2.6586697101593018,0.0,4.509218692779541,0.3975,0.0,0.6025
3.77,4e-05,2.182047128677368,0.0,0.683946430683136,0.69,0.0,0.31
3.77,4e-05,1.3273370265960693,0.0,2.096372365951538,0.6875,0.0,0.3125
3.77,4e-05,0.9075149297714233,0.0,4.287489891052246,0.2875,0.0,0.7125
3.77,4e-05,2.158088207244873,0.0,1.5758051872253418,0.3325,0.0,0.6675
3.77,4e-05,1.6329772472381592,0.0,1.0392059087753296,0.22,0.0,0.78
3.77,4e-05,3.7226169109344482,0.0,3.1345794200897217,0.2825,0.0,0.7175
3.77,4e-05,0.9901469349861145,0.0,1.1342551708221436,0.505,0.0,0.495
3.77,4e-05,3.3404879570007324,0.0,1.1828168630599976,0.28,0.0,0.72
3.77,4e-05,3.36440110206604,0.0,2.9130313396453857,0.735,0.0,0.265
3.77,4e-05,4.9287543296813965,0.0,0.12256848812103271,0.4475,0.0,0.5525
3.77,4e-05,3.9753572940826416,0.0,1.0392059087753296,0.2975,0.0,0.7025
3.77,4e-05,0.9530444741249084,0.0,1.294712781906128,0.2725,0.0,0.7275
3.77,4e-05,1.1867347955703735,0.0,1.725472092628479,0.7975,0.0,0.2025
3.77,4e-05,3.979480743408203,0.0,1.6344050168991089,0.7725,0.0,0.2275
3.77,4e-05,1.14430570602417,0.0,1.941070556640625,0.2025,0.0,0.7975
3.77,4e-05,1.6329772472381592,0.0,5.325100421905518,0.385,0.0,0.615
3.77,4e-05,1.7150745391845703,0.0,1.5268245935440063,0.6125,0.0,0.3875
3.77,4e-05,1.3164047002792358,0.0,0.8777686953544617,0.745,0.0,0.255
3.77,4e-05,5.378389835357666,0.0,1.2557694911956787,0.715,0.0,0.285
3.77,4e-05,2.398902654647827,0.0,3.193835735321045,0.4625,0.0,0.5375
3.77,4e-05,3.984745740890503,0.0,1.9713371992111206,0.515,0.0,0.485
3.77,4e-05,1.9177725315093994,0.0,2.1043574810028076,0.39,0.0,0.61
3.77,4e-05,1.8847346305847168,0.0,0.5060089826583862,0.3675,0.0,0.6325
3.77,4e-05,0.8458778858184814,0.0,1.2406703233718872,0.5325,0.0,0.4675
3.77,4e-05,1.0282814502716064,0.0,2.272883653640747,0.5325,0.0,0.4675
3.77,4e-05,5.53134298324585,0.0,5.965384006500244,0.4275,0.0,0.5725
3.77,4e-05,0.9024913311004639,0.0,2.4756789207458496,0.69,0.0,0.31
3.77,4e-05,5.241457462310791,0.0,4.340160369873047,0.555,0.0,0.445
3.77,4e-05,0.5941110253334045,0.0,2.1244523525238037,0.595,0.0,0.405
3.77,4e-05,0.9803687334060669,0.0,1.857591986656189,0.515,0.0,0.485
3.77,4e-05,2.5861918926239014,0.0,1.642288327217102,0.365,0.0,0.635
3.77,4e-05,0.2776356041431427,0.0,4.802026748657227,0.2375,0.0,0.7625
3.77,4e-05,2.7016308307647705,0.0,1.4265367984771729,0.7275,0.0,0.2725
3.77,4e-05,2.6351330280303955,0.0,0.9413139224052429,0.31,0.0,0.69
3.77,4e-05,1.8870229721069336,6.353478908538818,0.7359945178031921,0.465,0.2,0.335
3.77,4e-05,1.0309778451919556,20.433956146240234,0.8597038388252258,0.23,0.1825,0.5875
3.77,4e-05,3.0161311626434326,6.803168296813965,3.5847136974334717,0.2325,0.54,0.2275
3.77,4e-05,2.2188780307769775,23.3100643157959,5.289543628692627,0.215,0.3075,0.4775
3.77,4e-05,1.3443735837936401,9.033072471618652,2.1394312381744385,0.485,0.3125,0.2025
3.77,4e-05,3.668952465057373,28.6457462310791,0.5535164475440979,0.4925,0.1525,0.355
3.77,4e-05,1.1199284791946411,24.86719512939453,2.1255366802215576,0.3675,0.22,0.4125
3.77,4e-05,3.3704335689544678,45.32622146606445,2.4325289726257324,0.54,0.1825,0.2775
3.77,4e-05,3.0729825496673584,22.50914192199707,0.9569901823997498,0.6525,0.155,0.1925
3.77,4e-05,2.4667413234710693,26.56441879272461,1.1091607809066772,0.22,0.5475,0.2325
3.77,4e-05,1.1733708381652832,31.388391494750977,1.7268458604812622,0.22,0.245,0.535
3.77,4e-05,0.9826486110687256,7.5467529296875,2.5905957221984863,0.18,0.4625,0.3575
3.77,4e-05,1.6146138906478882,36.10715866088867,1.444528341293335,0.3225,0.445,0.2325
3.77,4e-05,3.207747459411621,13.238053321838379,2.7218329906463623,0.17,0.3325,0.4975
3.77,4e-05,3.2944068908691406,51.38126754760742,1.6772639751434326,0.2125,0.36,0.4275
3.77,4e-05,0.730014979839325,16.680845260620117,1.6527070999145508,0.3575,0.15,0.4925
3.77,4e-05,0.37766119837760925,4.439385890960693,0.25952741503715515,0.2625,0.48,0.2575
3.77,4e-05,0.5077862739562988,15.163787841796875,1.6956701278686523,0.2475,0.295,0.4575
3.77,4e-05,0.7910943031311035,52.666690826416016,0.9515206217765808,0.565,0.265,0.17
3.77,4e-05,0.87901371717453,12.369860649108887,3.4137654304504395,0.2125,0.5075,0.28
3.77,4e-05,1.0631554126739502,14.496461868286133,1.5870932340621948,0.6125,0.195,0.1925
3.77,4e-05,2.592785120010376,43.540687561035156,1.4753161668777466,0.505,0.21,0.285
3.77,4e-05,2.3030333518981934,49.5012092590332,3.366197109222412,0.375,0.2925,0.3325
3.77,4e-05,0.34095069766044617,16.936355590820312,1.7290079593658447,0.3275,0.1625,0.51
3.77,4e-05,0.7613077759742737,12.561385154724121,3.961909770965576,0.3775,0.235,0.3875
3.77,4e-05,3.93254017829895,15.95923137664795,0.5592759251594543,0.18,0.5275,0.2925
3.77,4e-05,5.543906211853027,7.3045196533203125,2.8173820972442627,0.3675,0.4475,0.185
3.77,4e-05,0.1732587069272995,38.040157318115234,5.029187202453613,0.245,0.26,0.495
3.77,4e-05,0.7506614923477173,10.13861083984375,4.1329450607299805,0.2825,0.44,0.2775
3.77,4e-05,1.7791633605957031,18.274051666259766,0.8271125555038452,0.2675,0.355,0.3775
3.77,4e-05,2.5001237392425537,2.1930341720581055,4.906723976135254,0.24,0.2,0.56
3.77,4e-05,0.23423705995082855,5.744473934173584,3.667149543762207,0.2875,0.1675,0.545
3.77,4e-05,7.201117992401123,17.57859230041504,2.1139700412750244,0.25,0.56,0.19
3.77,4e-05,2.8135766983032227,11.185415267944336,2.1179590225219727,0.3325,0.2875,0.38
3.77,4e-05,4.635461807250977,13.866612434387207,2.1763439178466797,0.2125,0.215,0.5725
3.77,4e-05,2.2446610927581787,5.668677806854248,1.9345180988311768,0.565,0.1575,0.2775
3.77,4e-05,2.6087002754211426,18.55071449279785,2.257251739501953,0.36,0.15,0.49
3.77,4e-05,2.0084948539733887,6.350327014923096,1.3585433959960938,0.2625,0.4275,0.31
3.77,4e-05,4.74262809753418,62.03995895385742,1.258764386177063,0.2525,0.485,0.2625
3.77,4e-05,4.257995128631592,32.38460922241211,2.741861581802368,0.4575,0.31,0.2325
3.77,4e-05,0.12266746163368225,26.73541259765625,4.239833354949951,0.3875,0.2525,0.36
3.77,4e-05,2.197913646697998,5.700149059295654,4.804896831512451,0.23,0.5075,0.2625
3.77,4e-05,5.144924163818359,8.377481460571289,0.8070940375328064,0.1575,0.2,0.6425
3.77,4e-05,0.5598891973495483,46.75904083251953,1.6717829704284668,0.275,0.275,0.45
3.77,4e-05,1.7270286083221436,23.372501373291016,0.8310651183128357,0.19,0.17,0.64
3.77,4e-05,2.213961601257324,29.467588424682617,5.507652759552002,0.535,0.23,0.235
3.77,4e-05,1.611096739768982,14.176778793334961,0.6919652223587036,0.1525,0.555,0.2925
3.77,4e-05,2.9302830696105957,16.963542938232422,2.9132401943206787,0.375,0.47,0.155
3.77,4e-05,2.184706449508667,10.453201293945312,0.3890456557273865,0.475,0.28,0.245
3.77,4e-05,1.9860930442810059,31.578340530395508,1.956437587738037,0.3,0.455,0.245
3.77,4e-05,1.690338373184204,4.074621677398682,1.2002965211868286,0.26,0.53,0.21
3.77,4e-05,0.4788224399089813,38.30511474609375,0.3058255612850189,0.1675,0.6225,0.21
3.77,4e-05,0.7832855582237244,20.212446212768555,1.086928367614746,0.2075,0.455,0.3375
3.77,4e-05,1.8966907262802124,17.35483741760254,0.6630488634109497,0.325,0.4525,0.2225
3.77,4e-05,2.7303683757781982,14.060880661010742,0.8144209384918213,0.57,0.18,0.25
3.77,4e-05,0.6805471181869507,3.7657470703125,0.7068751454353333,0.1575,0.32,0.5225
3.77,4e-05,1.2131489515304565,10.923702239990234,1.1848039627075195,0.2725,0.32,0.4075
3.77,4e-05,1.1348429918289185,42.31446838378906,0.6339937448501587,0.175,0.3025,0.5225
3.77,4e-05,2.1991915702819824,32.01438522338867,1.4712579250335693,0.3925,0.3125,0.295
3.77,4e-05,0.7639769911766052,10.14161491394043,1.8127212524414062,0.34,0.375,0.285
3.77,4e-05,1.7099738121032715,21.51555061340332,2.262603759765625,0.1825,0.2925,0.525
3.77,4e-05,1.7870210409164429,6.720647811889648,3.464935064315796,0.5225,0.28,0.1975
3.77,4e-05,1.1131263971328735,4.731749534606934,0.5806474685668945,0.1575,0.5825,0.26
3.77,4e-05,2.3008453845977783,10.459710121154785,1.7858091592788696,0.325,0.4775,0.1975
3.77,4e-05,3.8274385929107666,3.203828811645508,4.206988334655762,0.2275,0.42,0.3525
3.77,4e-05,2.2685229778289795,12.825563430786133,2.0062978267669678,0.455,0.305,0.24
3.77,4e-05,0.6239274144172668,12.09439754486084,2.0524888038635254,0.325,0.5,0.175
3.77,4e-05,3.419538736343384,2.0467793941497803,2.1682376861572266,0.2125,0.4175,0.37
3.77,4e-05,1.7447530031204224,38.701393127441406,1.105217695236206,0.19,0.5575,0.2525
3.77,4e-05,3.3615620136260986,5.856912612915039,0.5278075337409973,0.5825,0.2475,0.17
3.77,4e-05,0.7920733094215393,29.13978385925293,3.767714023590088,0.5725,0.195,0.2325
3.77,4e-05,0.15045534074306488,20.660493850708008,0.5226036310195923,0.2425,0.17,0.5875
3.77,4e-05,6.237834453582764,16.42639923095703,3.2351431846618652,0.4325,0.3475,0.22
3.77,4e-05,1.7361481189727783,11.685083389282227,3.3360252380371094,0.535,0.2875,0.1775
3.77,4e-05,1.8767565488815308,64.28215026855469,0.8735862374305725,0.4025,0.4225,0.175
3.77,4e-05,3.0846126079559326,4.343080997467041,0.9369083046913147,0.29,0.39,0.32
3.77,4e-05,0.9616683721542358,12.048823356628418,0.9026732444763184,0.195,0.195,0.61
3.77,4e-05,0.6856625080108643,5.751720905303955,4.138510227203369,0.245,0.4425,0.3125
3.77,4e-05,2.847975254058838,9.053117752075195,2.2660410404205322,0.165,0.505,0.33
3.77,4e-05,0.7891697287559509,4.055191516876221,1.8235200643539429,0.315,0.465,0.22
3.77,4e-05,1.054743766784668,6.8272600173950195,1.7486363649368286,0.3675,0.2375,0.395
3.77,4e-05,1.7002172470092773,19.024682998657227,2.155709981918335,0.2475,0.3775,0.375
3.77,4e-05,1.619185447692871,5.302273750305176,1.141398310661316,0.595,0.1675,0.2375
3.77,4e-05,4.1346845626831055,8.791563987731934,1.5800923109054565,0.175,0.2175,0.6075
3.77,4e-05,0.9423868656158447,10.832335472106934,2.3382720947265625,0.4,0.275,0.325
3.77,4e-05,1.3788284063339233,7.558536052703857,1.315555453300476,0.215,0.3075,0.4775
3.77,4e-05,1.7240619659423828,2.776118278503418,1.4878432750701904,0.21,0.515,0.275
3.77,4e-05,2.7377448081970215,13.243917465209961,3.7866404056549072,0.2025,0.38,0.4175
3.77,4e-05,4.341330051422119,4.673290729522705,1.098854422569275,0.31,0.4775,0.2125
3.77,4e-05,4.602733612060547,4.336212635040283,1.9013022184371948,0.1825,0.305,0.5125
3.77,4e-05,2.3675730228424072,20.797344207763672,6.841434478759766,0.19,0.2575,0.5525
3.77,4e-05,1.6982074975967407,10.453237533569336,3.231171131134033,0.245,0.5,0.255
3.77,4e-05,2.2732882499694824,1.4834872484207153,2.6315929889678955,0.3125,0.1975,0.49
3.77,4e-05,1.5425654649734497,18.168209075927734,3.6306228637695312,0.4125,0.34,0.2475
3.77,4e-05,0.9643529653549194,9.688032150268555,2.1406631469726562,0.245,0.425,0.33
3.77,4e-05,1.2828665971755981,29.770957946777344,2.0477113723754883,0.52,0.1675,0.3125
3.77,4e-05,4.1688385009765625,39.971824645996094,2.9190621376037598,0.4175,0.245,0.3375
3.77,4e-05,1.4484542608261108,76.3888931274414,0.3001209497451782,0.43,0.17,0.4
3.77,4e-05,0.9572028517723083,6.173805236816406,3.0970029830932617,0.1525,0.58,0.2675
